question,Réponse,Categorie
quand doisje recharger ma carte prépayée pour éviter un rejet ,Les recharges nécessitent 24h de traitement. Effectuez-les 24h avant l'utilisation sur la plateforme MasterCard BEA.,Transaction
quand dois je recharger ma cb prépayée pour éviter un rejet,Les recharges nécessitent 24h de traitement. Effectuez-les 24h avant l'utilisation sur la plateforme MasterCard BEA.,Transaction
quand dois je recharger ma carte bancaire prépayée pour éviter un rejet,Les recharges nécessitent 24h de traitement. Effectuez-les 24h avant l'utilisation sur la plateforme MasterCard BEA.,Transaction
quand dois je recharger ma carte de paiement prépayée pour éviter un rejet,Les recharges nécessitent 24h de traitement. Effectuez-les 24h avant l'utilisation sur la plateforme MasterCard BEA.,Transaction
comment vérifier si mon virement a été reçu ,Consultez l'historique des transactions après 48h via Menu Prépayée > Consultation Recharge.,Transaction
de quelle manière vérifier si mon virement a été reçu ,Consultez l'historique des transactions après 48h via Menu Prépayée > Consultation Recharge.,Transaction
quelle est la méthode pour vérifier si mon virement a été reçu ,Consultez l'historique des transactions après 48h via Menu Prépayée > Consultation Recharge.,Transaction
pourriezvous expliquer comment vérifier si mon virement a été reçu ,Consultez l'historique des transactions après 48h via Menu Prépayée > Consultation Recharge.,Transaction
que faire si ma recharge nest pas créditée après 24h ,Contactez le support avec : - Preuve de virement/recharge - N° de carte/compte - Date/Heure de l'opération.,Transaction
pourriezvous expliquer que faire si ma recharge nest pas créditée après 24h ,Contactez le support avec : - Preuve de virement/recharge - N° de carte/compte - Date/Heure de l'opération.,Transaction
je souhaiterais comprendre que faire si ma recharge nest pas créditée après 24h ,Contactez le support avec : - Preuve de virement/recharge - N° de carte/compte - Date/Heure de l'opération.,Transaction
à propos de que faire si ma recharge nest pas créditée après 24h  pourriezvous détailler ,Contactez le support avec : - Preuve de virement/recharge - N° de carte/compte - Date/Heure de l'opération.,Transaction
les délais sontils les mêmes pour les comptes en dinars et en devises ,"Oui, mais les virements internationaux peuvent prendre +24h (selon la banque émettrice).",Transaction
pourriezvous expliquer les délais sontils les mêmes pour les comptes en dinars et en devises ,"Oui, mais les virements internationaux peuvent prendre +24h (selon la banque émettrice).",Transaction
je souhaiterais comprendre les délais sontils les mêmes pour les comptes en dinars et en devises ,"Oui, mais les virements internationaux peuvent prendre +24h (selon la banque émettrice).",Transaction
à propos de les délais sontils les mêmes pour les comptes en dinars et en devises  pourriezvous détailler ,"Oui, mais les virements internationaux peuvent prendre +24h (selon la banque émettrice).",Transaction
que faire si aucune commande napparaît ,Vérifiez : 1. La date saisie 2. Que des commandes existent 3. Votre connexion à l'agence 00005,Transaction
pourriezvous expliquer que faire si aucune commande napparaît ,Vérifiez : 1. La date saisie 2. Que des commandes existent 3. Votre connexion à l'agence 00005,Transaction
je souhaiterais comprendre que faire si aucune commande napparaît ,Vérifiez : 1. La date saisie 2. Que des commandes existent 3. Votre connexion à l'agence 00005,Transaction
à propos de que faire si aucune commande napparaît  pourriezvous détailler ,Vérifiez : 1. La date saisie 2. Que des commandes existent 3. Votre connexion à l'agence 00005,Transaction
comment voir seulement les cartes visa ,"Filtrez la colonne Type_Carte pour afficher \VISA\""""",Transaction
de quelle manière voir seulement les cartes visa ,"Filtrez la colonne Type_Carte pour afficher \VISA\""""",Transaction
quelle est la méthode pour voir seulement les cartes visa ,"Filtrez la colonne Type_Carte pour afficher \VISA\""""",Transaction
pourriezvous expliquer comment voir seulement les cartes visa ,"Filtrez la colonne Type_Carte pour afficher \VISA\""""",Transaction
que signifie etatcarte  en attente ,La carte est en cours de traitement par l'agence.,Transaction
pourriezvous expliquer que signifie etatcarte  en attente ,La carte est en cours de traitement par l'agence.,Transaction
je souhaiterais comprendre que signifie etatcarte  en attente ,La carte est en cours de traitement par l'agence.,Transaction
à propos de que signifie etatcarte  en attente  pourriezvous détailler ,La carte est en cours de traitement par l'agence.,Transaction
quels sont les acteurs impliqués dans une transaction par carte bancaire ,"Le Porteur : le client qui utilise la carte. Le Commerçant : celui qui accepte la carte comme moyen de paiement. LʼAcquéreur : la banque du commerçant. Le Réseau : ici MasterCard, qui traite et transmet les demandes. LʼÉmetteur : la banque du porteur (ici la BEA), qui autorise ou refuse la transaction.",Transaction
quels sont les acteurs impliqués dans une échange par carte bancaire,"Le Porteur : le client qui utilise la carte. Le Commerçant : celui qui accepte la carte comme moyen de paiement. LʼAcquéreur : la banque du commerçant. Le Réseau : ici MasterCard, qui traite et transmet les demandes. LʼÉmetteur : la banque du porteur (ici la BEA), qui autorise ou refuse la transaction.",Transaction
quels sont les acteurs impliqués dans une transaction par cb bancaire,"Le Porteur : le client qui utilise la carte. Le Commerçant : celui qui accepte la carte comme moyen de paiement. LʼAcquéreur : la banque du commerçant. Le Réseau : ici MasterCard, qui traite et transmet les demandes. LʼÉmetteur : la banque du porteur (ici la BEA), qui autorise ou refuse la transaction.",Transaction
quels sont les acteurs impliqués dans une paiement par carte bancaire,"Le Porteur : le client qui utilise la carte. Le Commerçant : celui qui accepte la carte comme moyen de paiement. LʼAcquéreur : la banque du commerçant. Le Réseau : ici MasterCard, qui traite et transmet les demandes. LʼÉmetteur : la banque du porteur (ici la BEA), qui autorise ou refuse la transaction.",Transaction
quelles sont les étapes dʼune transaction en ligne avec une carte mastercard ,1. Le porteur insère sa carte et saisit son code dans le TPE. 2. Le TPE envoie une demande à la banque acquéreur. 3. La banque BEA transmet à MasterCard. 4. MasterCard vérifie les données. 5. MasterCard informe la BEA. 6. La BEA valide. 7. MasterCard autorise. 8. Le TPE affiche un message et imprime un ticket.,Transaction
quelles sont les étapes dʼune échange en ligne avec une carte mastercard,1. Le porteur insère sa carte et saisit son code dans le TPE. 2. Le TPE envoie une demande à la banque acquéreur. 3. La banque BEA transmet à MasterCard. 4. MasterCard vérifie les données. 5. MasterCard informe la BEA. 6. La BEA valide. 7. MasterCard autorise. 8. Le TPE affiche un message et imprime un ticket.,Transaction
quelles sont les étapes dʼune paiement en ligne avec une carte mastercard,1. Le porteur insère sa carte et saisit son code dans le TPE. 2. Le TPE envoie une demande à la banque acquéreur. 3. La banque BEA transmet à MasterCard. 4. MasterCard vérifie les données. 5. MasterCard informe la BEA. 6. La BEA valide. 7. MasterCard autorise. 8. Le TPE affiche un message et imprime un ticket.,Transaction
quelles sont les étapes dʼune transaction en ligne avec une cb mastercard,1. Le porteur insère sa carte et saisit son code dans le TPE. 2. Le TPE envoie une demande à la banque acquéreur. 3. La banque BEA transmet à MasterCard. 4. MasterCard vérifie les données. 5. MasterCard informe la BEA. 6. La BEA valide. 7. MasterCard autorise. 8. Le TPE affiche un message et imprime un ticket.,Transaction
quelle est la première action effectuée par le porteur lors dʼune transaction en ligne ,Le porteur insère sa carte dans le TPE du commerçant et saisit son code.,Transaction
quelle est la première action effectuée par le porteur lors dʼune échange en ligne,Le porteur insère sa carte dans le TPE du commerçant et saisit son code.,Transaction
quelle est la première action effectuée par le porteur lors dʼune paiement en ligne,Le porteur insère sa carte dans le TPE du commerçant et saisit son code.,Transaction
quelle est la première action effectuée par le porteur lors dʼune opération en ligne,Le porteur insère sa carte dans le TPE du commerçant et saisit son code.,Transaction
que se passetil après que le porteur a saisi son code ,"Le TPE envoie une demande dʼautorisation à la banque acquéreur, tout en informant le porteur et le commerçant.",Transaction
que se passe t il après que le client a saisi son code,"Le TPE envoie une demande dʼautorisation à la banque acquéreur, tout en informant le porteur et le commerçant.",Transaction
que se passe t il après que le détenteur a saisi son code,"Le TPE envoie une demande dʼautorisation à la banque acquéreur, tout en informant le porteur et le commerçant.",Transaction
que se passe t il après que le titulaire a saisi son code,"Le TPE envoie une demande dʼautorisation à la banque acquéreur, tout en informant le porteur et le commerçant.",Transaction
quel est le rôle de la banque acquéreur dans cette transaction ,Elle transmet la demande dʼautorisation au réseau MasterCard pour vérification.,Transaction
